ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,DAYS_SINCE_LASTORDER,STATUS,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,CITY,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,RAW_MATERIAL_COST,OPERATING_EXPENSES,PURCHASE_CATEGORY
10109,47,132.8,2,6241.6,10-03-2018,1933,Shipped,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,Philadelphia,USA,Hernandez,Rosa,Medium,4050.65,1998.06,Utilities
10123,34,156.82,4,5331.88,20-05-2018,1863,Shipped,Classic Cars,141,S18_3685,Atelier graphique,Nantes,France,Schmitt,Carine,Medium,4105.53,804.89,Logistics
10137,31,165.3,4,5124.3,10-07-2018,1813,Shipped,Classic Cars,141,S18_3685,Reims Collectables,Reims,France,Henriot,Paul,Medium,4187.03,1578.88,Marketing
10148,28,129.98,11,3639.44,11-09-2018,1751,Shipped,Classic Cars,141,S18_3685,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,3638.73,951.32,Salaries
10161,36,154,10,5544,17-10-2018,1716,Shipped,Classic Cars,141,S18_3685,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Medium,1857,761.54,Utilities
10172,48,114.44,8,5493.12,05-11-2018,1698,Shipped,Classic Cars,141,S18_3685,Gift Depot Inc.,Bridgewater,USA,King,Julie,Medium,4633.43,1130.31,Salaries
10181,39,148.34,4,5785.26,12-11-2018,1692,Shipped,Classic Cars,141,S18_3685,Herkku Gifts,Bergen,Norway,Oeztan,Veysel,Medium,1853.65,2095.95,Logistics
10192,45,118.68,9,5340.6,20-11-2018,1685,Shipped,Classic Cars,141,S18_3685,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Medium,3302.64,1975.01,Salaries
10204,35,163.88,15,5735.8,02-12-2018,1674,Shipped,Classic Cars,141,S18_3685,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,2245.72,1621.5,Salaries
10212,45,141.28,8,6357.6,16-01-2019,1630,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2935.86,733.65,Salaries
10226,46,159.65,6,7343.9,26-02-2019,1590,Shipped,Classic Cars,141,S18_3685,Collectable Mini Designs Co.,San Diego,USA,Thompson,Valarie,Large,3328.76,1401.86,Utilities
10240,37,161.06,1,5959.22,13-04-2019,1545,Shipped,Classic Cars,141,S18_3685,Osaka Souveniers Co.,Osaka,Japan,Kentary,Mory,Medium,3321.36,1650.85,Utilities
10253,31,129.98,3,4029.38,01-06-2019,1497,Cancelled,Classic Cars,141,S18_3685,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Medium,3421.92,1587.77,Utilities
10266,33,152.58,4,5035.14,06-07-2019,1463,Shipped,Classic Cars,141,S18_3685,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Medium,4613.71,578.1,Salaries
10278,31,132.8,4,4116.8,06-08-2019,1433,Shipped,Classic Cars,141,S18_3685,Signal Gift Stores,Las Vegas,USA,King,Sue,Medium,3453.53,1054.84,Salaries
10287,27,159.65,2,4310.55,30-08-2019,1410,Shipped,Classic Cars,141,S18_3685,"Vida Sport, Ltd",Gensve,Switzerland,Holz,Michael,Medium,2755.84,1467.96,Marketing
10301,39,165.3,6,6446.7,05-10-2018,1740,Shipped,Classic Cars,141,S18_3685,"Norway Gifts By Mail, Co.",Oslo,Norway,Klaeboe,Jan,Medium,3964.09,1768.15,Marketing
10311,32,113.02,11,3616.64,16-10-2019,1365,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,4189.47,401.94,Logistics
10321,28,151.17,8,4232.76,04-11-2019,1347,Shipped,Classic Cars,141,S18_3685,FunGiftIdeas.com,New Bedford,USA,Benitez,Violeta,Medium,1772.39,1418.94,Raw Materials
10331,26,67.91,12,1765.66,17-11-2019,1335,Shipped,Classic Cars,141,S18_3685,Motor Mint Distributors Inc.,Philadelphia,USA,Hernandez,Rosa,Small,3597.4,1571.52,Raw Materials
10343,44,84.88,2,3734.72,24-11-2019,1329,Shipped,Classic Cars,141,S18_3685,Reims Collectables,Reims,France,Henriot,Paul,Medium,3701.17,1924.81,Salaries
10367,46,104.53,6,4808.38,12-01-2020,1281,Resolved,Classic Cars,141,S18_3685,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Medium,2702.44,1846.43,Marketing
10379,32,70.83,4,2266.56,10-02-2020,1253,Shipped,Classic Cars,141,S18_3685,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,4375.71,1791.29,Logistics
10406,65,161.06,1,10468.9,15-04-2020,1189,Disputed,Classic Cars,141,S18_3685,Danish Wholesale Imports,Kobenhavn,Denmark,Petersen,Jytte,Large,2849.94,1100.03,Marketing
10419,43,129.98,3,5589.14,17-05-2020,1158,Shipped,Classic Cars,141,S18_3685,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Medium,3125.58,546,Marketing
10108,43,67.77,12,2914.11,03-03-2018,1965,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Small,2826.93,1303.47,Utilities
10122,35,49.74,16,1740.9,08-05-2018,1900,Shipped,Motorcycles,62,S18_3782,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Small,3015.58,2000.82,Marketing
10135,45,50.36,13,2266.2,02-07-2018,1846,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,1903.72,2196.73,Logistics
10146,47,67.14,2,3155.58,03-09-2018,1784,Shipped,Motorcycles,62,S18_3782,Gift Ideas Corp.,Glendale,USA,Lewis,Dan,Medium,1559.95,1855.27,Logistics
10169,38,68.39,8,2598.82,04-11-2018,1723,Shipped,Motorcycles,62,S18_3782,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Small,4594.51,1714.67,Raw Materials
10180,21,50.36,3,1057.56,11-11-2018,1717,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,Lille,France,Rance,Martine,Small,2153.04,1689.82,Salaries
10191,43,72.74,9,3127.82,20-11-2018,1709,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Medium,2008.61,1221.94,Marketing
10211,46,54.09,8,2488.14,15-01-2019,1654,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,Paris,France,Perrier,Dominique,Small,846.61,1434.97,Logistics
10224,38,58.44,1,2220.72,21-02-2019,1618,Shipped,Motorcycles,62,S18_3782,Daedalus Designs Imports,Lille,France,Rance,Martine,Small,2361.04,2334.53,Salaries
10237,26,52.22,1,1357.72,05-04-2019,1576,Shipped,Motorcycles,62,S18_3782,Vitachrome Inc.,NYC,USA,Frick,Michael,Small,1676.91,1028.72,Salaries
10252,31,52.84,5,1638.04,26-05-2019,1526,Shipped,Motorcycles,62,S18_3782,Auto Canal Petit,Paris,France,Perrier,Dominique,Small,4642.02,2307.39,Marketing
10264,48,54.71,3,2626.08,30-06-2019,1492,Shipped,Motorcycles,62,S18_3782,Gifts4AllAges.com,Boston,USA,Yoshido,Juri,Small,4009.82,1338.99,Salaries
10276,33,50.36,9,1661.88,02-08-2019,1460,Shipped,Motorcycles,62,S18_3782,Online Mini Collectables,Brickhaven,USA,Barajas,Miguel,Small,2311.85,2162.72,Marketing
10286,38,57.2,1,2173.6,28-08-2019,1435,Shipped,Motorcycles,62,S18_3782,"La Corne D'abondance, Co.",Paris,France,Bertrand,Marie,Small,5252.44,796.59,Raw Materials
10299,39,55.95,3,2182.05,30-09-2019,1403,Shipped,Motorcycles,62,S18_3782,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Small,3981.77,1792.95,Raw Materials
10310,42,67.14,16,2819.88,16-10-2019,1388,Shipped,Motorcycles,62,S18_3782,"Toms Spezialitten, Ltd",Koln,Germany,Pfalzheim,Henriette,Small,2675.17,1131.61,Raw Materials
10319,44,59.06,4,2598.64,03-11-2019,1371,Shipped,Motorcycles,62,S18_3782,Microscale Inc.,NYC,USA,Kuo,Kee,Small,500.59,792.37,Marketing
10330,29,69.63,2,2019.27,16-11-2019,1359,Shipped,Motorcycles,62,S18_3782,Cruz & Sons Co.,Makati City,Philippines,Cruz,Arnold,Small,5290.94,1609.27,Marketing
10342,26,55.95,8,1454.7,24-11-2019,1352,Shipped,Motorcycles,62,S18_3782,"Australian Collectors, Co.",Melbourne,Australia,Ferguson,Peter,Small,1610.43,2004.74,Logistics
10355,31,53.47,1,1657.57,07-12-2019,1340,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,1354.6,1077.53,Salaries
10363,32,89.12,12,2851.84,06-01-2020,1311,Shipped,Motorcycles,62,S18_3782,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Small,4022.57,750.49,Salaries
10378,28,164.63,9,4609.64,10-02-2020,1277,Shipped,Motorcycles,62,S18_3782,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,5439.75,1454.08,Raw Materials
10390,36,141.11,2,5079.96,04-03-2020,1255,Shipped,Motorcycles,62,S18_3782,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,4384.27,1456.28,Marketing
10403,36,52.22,1,1879.92,08-04-2020,1221,Shipped,Motorcycles,62,S18_3782,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Small,3563.91,1774.16,Marketing
10106,41,116.46,17,4774.86,17-02-2018,2003,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,Bergamo,Italy,Rovelli,Giovanni,Medium,3594.75,1974.8,Salaries
10119,27,99.52,8,2687.04,28-04-2018,1934,Shipped,Vintage Cars,105,S18_3856,Salzburg Collectables,Salzburg,Austria,Pipps,Georg,Small,3853.42,1470.29,Utilities
10130,33,103.75,1,3423.75,16-06-2018,1886,Shipped,Vintage Cars,105,S18_3856,Auto-Moto Classics Inc.,Brickhaven,USA,Taylor,Leslie,Medium,3758.93,2427.75,Raw Materials
10143,34,101.64,12,3455.76,10-08-2018,1832,Shipped,Vintage Cars,105,S18_3856,Mini Creations Ltd.,New Bedford,USA,Tam,Wing C,Medium,3281.19,1612.12,Salaries
10155,29,124.93,10,3622.97,06-10-2018,1776,Shipped,Vintage Cars,105,S18_3856,"Toys of Finland, Co.",Helsinki,Finland,Karttunen,Matti,Medium,3104.2,1326.79,Raw Materials
10167,34,105.87,6,3599.58,23-10-2018,1760,Cancelled,Vintage Cars,105,S18_3856,Scandinavian Gift Ideas,Boras,Sweden,Larsson,Maria,Medium,2937.41,694.22,Logistics
10178,48,112.22,9,5386.56,08-11-2018,1745,Shipped,Vintage Cars,105,S18_3856,Alpha Cognac,Toulouse,France,Roulet,Annette,Medium,2246.04,1368.67,Salaries
10186,46,106.93,6,4918.78,14-11-2018,1740,Shipped,Vintage Cars,105,S18_3856,"Double Decker Gift Stores, Ltd",London,UK,Hardy,Thomas,Medium,2719.32,1331.81,Salaries
10197,22,115.4,3,2538.8,26-11-2018,1729,Shipped,Vintage Cars,105,S18_3856,Enaco Distributors,Barcelona,Spain,Saavedra,Eduardo,Small,1307.04,1980.15,Logistics
10222,45,85.75,9,3858.75,19-02-2019,1645,Shipped,Vintage Cars,105,S18_3856,Collectable Mini Designs Co.,San Diego,USA,Thompson,Valarie,Medium,2901.66,1731.24,Marketing
10249,46,121.75,5,5600.5,08-05-2019,1568,Shipped,Vintage Cars,105,S18_3856,Cambridge Collectables Co.,Cambridge,USA,Tseng,Kyung,Medium,2011.41,910.32,Utilities
10262,34,120.69,14,4103.46,24-06-2019,1522,Cancelled,Vintage Cars,105,S18_3856,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,1896.41,1586.13,Utilities
10273,50,85.75,1,4287.5,21-07-2019,1496,Shipped,Vintage Cars,105,S18_3856,Petit Auto,Bruxelles,Belgium,Dewey,Catherine,Medium,3179.89,1835.77,Utilities
10283,46,125.99,3,5795.54,20-08-2019,1467,Shipped,Vintage Cars,105,S18_3856,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Lincoln,Elizabeth,Medium,4392,2264.02,Raw Materials
10296,22,84.7,12,1863.4,15-09-2019,1442,Shipped,Vintage Cars,105,S18_3856,"Bavarian Collectables Imports, Co.",Munich,Germany,Donnermeyer,Michael,Small,3918.32,1943.75,Marketing
10307,48,86.81,6,4166.88,14-10-2019,1414,Shipped,Vintage Cars,105,S18_3856,"Classic Gift Ideas, Inc",Philadelphia,USA,Cervantes,Francisca,Medium,1429.5,1880.42,Logistics
10316,47,86.81,14,4080.07,01-11-2019,1397,Shipped,Vintage Cars,105,S18_3856,giftsbymail.co.uk,Cowes,UK,Bennett,Helen,Medium,2010.37,1530.04,Marketing
10328,34,112.22,6,3815.48,12-11-2019,1387,Shipped,Vintage Cars,105,S18_3856,Rovelli Gifts,Bergamo,Italy,Rovelli,Giovanni,Medium,3940.77,1694.16,Raw Materials
10338,45,122.81,2,5526.45,22-11-2019,1378,Shipped,Vintage Cars,105,S18_3856,Royale Belge,Charleroi,Belgium,Cartrain,Pascale,Medium,2017.51,2124.75,Marketing
10351,20,168.73,2,3374.6,03-12-2019,1368,Shipped,Vintage Cars,105,S18_3856,"Stylish Desk Decors, Co.",London,UK,Brown,Ann,Medium,2775.37,833.61,Marketing
10373,50,60.49,6,3024.5,31-01-2020,1310,Shipped,Vintage Cars,105,S18_3856,"Oulu Toy Supplies, Inc.",Oulu,Finland,Koskitalo,Pirkko,Medium,3550.05,1325.28,Raw Materials
10386,22,57.55,6,1266.1,01-03-2020,1281,Resolved,Vintage Cars,105,S18_3856,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2031.66,1113.72,Salaries
10398,45,106.93,17,4811.85,30-03-2020,1253,Shipped,Vintage Cars,105,S18_3856,Reims Collectables,Reims,France,Henriot,Paul,Medium,3105.38,1689.58,Utilities
10400,58,125.99,6,7307.42,01-04-2020,1252,Shipped,Vintage Cars,105,S18_3856,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Large,1665.97,2115.11,Raw Materials
10415,51,121.75,5,6209.25,09-05-2020,1215,Disputed,Vintage Cars,105,S18_3856,"Australian Collectables, Ltd",Glen Waverly,Australia,Connery,Sean,Medium,2398.63,1201.51,Logistics
10104,38,140.75,3,5348.5,31-01-2018,2045,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3319.78,304.85,Logistics
10117,22,126.39,12,2780.58,16-04-2018,1971,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Small,1407.01,1293.89,Marketing
10127,25,137.88,5,3447,03-06-2018,1924,Shipped,Classic Cars,143,S18_4027,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,3440.47,1956.74,Logistics
10142,24,157.98,15,3791.52,08-08-2018,1859,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,2980.36,1768.81,Logistics
10152,35,129.26,1,4524.1,25-09-2018,1812,Shipped,Classic Cars,143,S18_4027,"Australian Gift Network, Co",South Brisbane,Australia,Calaghan,Tony,Medium,3552.49,1714.09,Logistics
10165,28,119.2,6,3337.6,22-10-2018,1786,Shipped,Classic Cars,143,S18_4027,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Medium,3223.91,1360,Marketing
10176,36,153.67,5,5532.12,06-11-2018,1772,Shipped,Classic Cars,143,S18_4027,L'ordine Souveniers,Reggio Emilia,Italy,Moroni,Maurizio,Medium,4364.14,860.48,Salaries
10185,39,130.69,16,5096.91,14-11-2018,1765,Shipped,Classic Cars,143,S18_4027,Mini Creations Ltd.,New Bedford,USA,Tam,Wing C,Medium,3125.22,1757.65,Utilities
10196,27,168.04,8,4537.08,26-11-2018,1754,Shipped,Classic Cars,143,S18_4027,Super Scale Inc.,New Haven,USA,Murphy,Leslie,Medium,2570.59,1082.86,Marketing
10207,40,153.67,1,6146.8,09-12-2018,1742,Shipped,Classic Cars,143,S18_4027,Diecast Collectables,Boston,USA,Franco,Valarie,Medium,3122.3,2592.05,Utilities
10220,50,165.16,5,8258,12-02-2019,1678,Shipped,Classic Cars,143,S18_4027,"Clover Collections, Co.",Dublin,Ireland,Cassidy,Dean,Large,3543.3,1785.25,Logistics
10230,42,172.34,3,7238.28,15-03-2019,1648,Shipped,Classic Cars,143,S18_4027,"Blauer See Auto, Co.",Frankfurt,Germany,Keitel,Roland,Large,3048.86,1209.68,Logistics
10247,48,140.75,5,6756,05-05-2019,1598,Shipped,Classic Cars,143,S18_4027,Suominen Souveniers,Espoo,Finland,Suominen,Kalle,Medium,3040.59,1194.31,Raw Materials
10272,25,149.36,5,3734,20-07-2019,1523,Shipped,Classic Cars,143,S18_4027,Diecast Classics Inc.,Allentown,USA,Yu,Kyung,Medium,2298.01,1453.53,Raw Materials
10282,31,150.8,8,4674.8,20-08-2019,1493,Shipped,Classic Cars,143,S18_4027,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,2337.1,1380.25,Logistics
10292,44,162.29,2,7140.76,08-09-2019,1475,Shipped,Classic Cars,143,S18_4027,Land of Toys Inc.,NYC,USA,Yu,Kwai,Large,1597.39,2058.42,Logistics
10306,23,156.55,16,3600.65,14-10-2019,1440,Shipped,Classic Cars,143,S18_4027,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,4749.58,1593.21,Utilities
10314,29,145.06,8,4206.74,22-10-2019,1433,Shipped,Classic Cars,143,S18_4027,Heintze Collectables,Aaarhus,Denmark,Ibsen,Palle,Medium,1756.14,1134.18,Raw Materials
10324,49,109.79,13,5379.71,05-11-2019,1420,Shipped,Classic Cars,143,S18_4027,Vitachrome Inc.,NYC,USA,Frick,Michael,Medium,2307.09,2445.22,Logistics
10337,36,157.76,3,5679.36,21-11-2019,1405,Shipped,Classic Cars,143,S18_4027,Classic Legends Inc.,NYC,USA,Hernandez,Maria,Medium,2281.59,1524.65,Utilities
10349,34,129.26,5,4394.84,01-12-2019,1396,Shipped,Classic Cars,143,S18_4027,Muscle Machine Inc,NYC,USA,Young,Jeff,Medium,3894.92,1884.42,Utilities
10358,25,101.13,13,2528.25,10-12-2019,1388,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2705.05,1195.89,Raw Materials
10372,48,146.49,6,7031.52,26-01-2020,1342,Shipped,Classic Cars,143,S18_4027,"Tokyo Collectables, Ltd",Minato-ku,Japan,Shimamura,Akiko,Large,4247.74,1681.56,Logistics
10383,38,140.55,1,5340.9,22-02-2020,1316,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2326.51,1655.55,Utilities
10394,37,172.34,1,6376.58,15-03-2020,1295,Shipped,Classic Cars,143,S18_4027,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3278.99,555.18,Marketing
10413,49,140.75,5,6896.75,05-05-2020,1245,Shipped,Classic Cars,143,S18_4027,Gift Depot Inc.,Bridgewater,USA,King,Julie,Medium,2164.65,2507.64,Salaries
10100,22,86.51,4,1903.22,06-01-2018,2096,Shipped,Vintage Cars,92,S18_4409,Online Diecast Creations Co.,Nashua,USA,Young,Valarie,Small,5145.15,2145.32,Utilities
10110,28,89.27,8,2499.56,18-03-2018,2026,Shipped,Vintage Cars,92,S18_4409,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Small,1812.4,1301.4,Raw Materials
10124,36,85.59,7,3081.24,21-05-2018,1963,Shipped,Vintage Cars,92,S18_4409,Signal Gift Stores,Las Vegas,USA,King,Sue,Medium,3309.82,948.87,Salaries
10148,34,105.83,1,3598.22,11-09-2018,1851,Shipped,Vintage Cars,92,S18_4409,"Anna's Decorations, Ltd",North Sydney,Australia,O'Hara,Anna,Medium,3633.78,1673.78,Raw Materials
10173,21,75.46,14,1584.66,05-11-2018,1797,Shipped,Vintage Cars,92,S18_4409,Rovelli Gifts,Bergamo,Italy,Rovelli,Giovanni,Small,3413.8,1543.35,Marketing
10182,36,109.52,11,3942.72,12-11-2018,1791,Shipped,Vintage Cars,92,S18_4409,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Medium,2814.71,1677.83,Salaries
10193,24,97.55,15,2341.2,21-11-2018,1783,Shipped,Vintage Cars,92,S18_4409,"Australian Collectables, Ltd",Glen Waverly,Australia,Connery,Sean,Small,2870.18,1595.79,Raw Materials
10204,29,85.59,5,2482.11,02-12-2018,1773,Shipped,Vintage Cars,92,S18_4409,Muscle Machine Inc,NYC,USA,Young,Jeff,Small,3043.81,1753.12,Raw Materials
10213,38,94.79,1,3602.02,22-01-2019,1723,Shipped,Vintage Cars,92,S18_4409,"Double Decker Gift Stores, Ltd",London,UK,Hardy,Thomas,Medium,2853,2223.65,Logistics
10227,34,104.91,11,3566.94,02-03-2019,1685,Shipped,Vintage Cars,92,S18_4409,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Medium,3963.88,1784.05,Logistics
10241,42,90.19,3,3787.98,13-04-2019,1644,Shipped,Vintage Cars,92,S18_4409,Mini Caravy,Strasbourg,France,Citeaux,Frederique,Medium,5210.52,975.17,Utilities
10280,35,105.83,17,3704.05,17-08-2019,1519,Shipped,Vintage Cars,92,S18_4409,Amica Models & Co.,Torino,Italy,Accorti,Paolo,Medium,2442.51,2181.28,Logistics
10288,35,80.99,6,2834.65,01-09-2019,1505,Shipped,Vintage Cars,92,S18_4409,Handji Gifts& Co,Singapore,Singapore,Victorino,Wendy,Small,1630.2,2320.31,Utilities
10302,38,89.27,2,3392.26,06-10-2018,1836,Shipped,Vintage Cars,92,S18_4409,"UK Collectables, Ltd.",Liverpool,UK,Devon,Elizabeth,Medium,2911.72,3076.03,Utilities
10311,41,81.91,1,3358.31,16-10-2019,1462,Shipped,Vintage Cars,92,S18_4409,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,5579.71,938.25,Utilities
10332,50,146.2,2,7310,17-11-2019,1431,Shipped,Vintage Cars,92,S18_4409,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Large,2196.33,1621.44,Logistics
10344,21,104.91,4,2203.11,25-11-2019,1424,Shipped,Vintage Cars,92,S18_4409,Marseille Mini Autos,Marseille,France,Lebihan,Laurence,Small,4639.12,458.95,Raw Materials
10367,43,62.72,8,2696.96,12-01-2020,1377,Resolved,Vintage Cars,92,S18_4409,Toys4GrownUps.com,Pasadena,USA,Young,Julie,Small,4677.7,1776.57,Salaries
10380,32,105.52,1,3376.64,16-02-2020,1343,Shipped,Vintage Cars,92,S18_4409,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2446.41,1225.9,Utilities
10407,6,90.19,3,541.14,22-04-2020,1278,On Hold,Vintage Cars,92,S18_4409,The Sharp Gifts Warehouse,San Jose,USA,Frick,Sue,Small,3568.98,2461.72,Raw Materials
10420,66,92.95,6,6134.7,29-05-2020,1242,In Process,Vintage Cars,92,S18_4409,Souveniers And Things Co.,Chatswood,Australia,Huxley,Adrian,Medium,4628.4,1112.69,Salaries
10105,41,82.5,10,3382.5,11-02-2018,2081,Shipped,Vintage Cars,87,S18_4522,Danish Wholesale Imports,Kobenhavn,Denmark,Petersen,Jytte,Medium,2620.87,655.41,Logistics
10117,23,97.42,4,2240.66,16-04-2018,2018,Shipped,Vintage Cars,87,S18_4522,"Dragon Souveniers, Ltd.",Singapore,Singapore,Natividad,Eric,Small,2796.42,1264.37,Utilities
10128,43,92.16,1,3962.88,06-06-2018,1968,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,2418.32,512.26,Logistics
10142,24,70.22,7,1685.28,08-08-2018,1906,Shipped,Vintage Cars,87,S18_4522,Mini Gifts Distributors Ltd.,San Rafael,USA,Nelson,Valarie,Small,1985.24,1875.55,Salaries
10153,22,83.38,6,1834.36,28-09-2018,1856,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Small,2350.72,467.46,Raw Materials
10166,26,73.73,1,1916.98,21-10-2018,1834,Shipped,Vintage Cars,87,S18_4522,FunGiftIdeas.com,New Bedford,USA,Benitez,Violeta,Small,1776.06,1514.23,Logistics
10177,35,74.6,8,2611,07-11-2018,1818,Shipped,Vintage Cars,87,S18_4522,CAF Imports,Madrid,Spain,Fernandez,Jesus,Small,3034.08,461.09,Raw Materials
10185,47,77.24,8,3630.28,14-11-2018,1812,Shipped,Vintage Cars,87,S18_4522,Mini Creations Ltd.,New Bedford,USA,Tam,Wing C,Medium,2230.03,1339.85,Utilities
10197,50,101.81,14,5090.5,26-11-2018,1801,Shipped,Vintage Cars,87,S18_4522,Enaco Distributors,Barcelona,Spain,Saavedra,Eduardo,Medium,3233.79,2321.69,Marketing
10208,45,87.77,8,3949.65,02-01-2019,1765,Shipped,Vintage Cars,87,S18_4522,"Saveley & Henriot, Co.",Lyon,France,Saveley,Mary,Medium,1444.1,1680.32,Logistics
10221,39,89.53,2,3491.67,18-02-2019,1719,Shipped,Vintage Cars,87,S18_4522,Petit Auto,Bruxelles,Belgium,Dewey,Catherine,Medium,3330.88,1068.25,Logistics
10232,23,89.53,5,2059.19,20-03-2019,1690,Shipped,Vintage Cars,87,S18_4522,giftsbymail.co.uk,Cowes,UK,Bennett,Helen,Small,3833.53,1484.4,Salaries
10248,42,75.48,11,3170.16,07-05-2019,1643,Cancelled,Vintage Cars,87,S18_4522,Land of Toys Inc.,NYC,USA,Yu,Kwai,Medium,1006.26,1509.01,Marketing
10261,20,89.53,9,1790.6,17-06-2019,1603,Shipped,Vintage Cars,87,S18_4522,Quebec Home Shopping Network,Montreal,Canada,Fresnisre,Jean,Small,3374.06,1736.32,Logistics
10273,33,71.09,12,2345.97,21-07-2019,1570,Shipped,Vintage Cars,87,S18_4522,Petit Auto,Bruxelles,Belgium,Dewey,Catherine,Small,4227.67,816.57,Logistics
10283,34,105.32,14,3580.88,20-08-2019,1541,Shipped,Vintage Cars,87,S18_4522,"Royal Canadian Collectables, Ltd.",Tsawassen,Canada,Lincoln,Elizabeth,Medium,1790.36,1796.28,Utilities
10293,49,100.94,3,4946.06,09-09-2019,1522,Shipped,Vintage Cars,87,S18_4522,Amica Models & Co.,Torino,Italy,Accorti,Paolo,Medium,4672.57,200,Logistics
10306,39,90.4,8,3525.6,14-10-2019,1488,Shipped,Vintage Cars,87,S18_4522,"AV Stores, Co.",Manchester,UK,Ashworth,Victoria,Medium,3419.02,1185.06,Raw Materials
10315,36,100.06,7,3602.16,29-10-2019,1474,Shipped,Vintage Cars,87,S18_4522,La Rochelle Gifts,Nantes,France,Labrune,Janine,Medium,2294.99,1255.86,Logistics
10326,50,86.01,5,4300.5,09-11-2019,1464,Shipped,Vintage Cars,87,S18_4522,"Volvo Model Replicas, Co",Lule,Sweden,Berglund,Christina,Medium,2944.23,1816.66,Marketing
10337,29,155.11,2,4498.19,21-11-2019,1453,Shipped,Vintage Cars,87,S18_4522,Classic Legends Inc.,NYC,USA,Hernandez,Maria,Medium,3558.33,1511.32,Utilities
10350,30,100.77,3,3023.1,02-12-2019,1443,Shipped,Vintage Cars,87,S18_4522,Euro Shopping Channel,Madrid,Spain,Freyre,Diego,Medium,3076.01,797.22,Utilities
